embb_rate,embb_users,embb_req,urllc_rate,urllc_users,urllc_req,miot_rate,miot_users,miot_req,mmtc_rate,mmtc_users,mmtc_req,voice_rate,voice_users,voice_req
5598075455,161,23224657634,0,129,0,184561953,98,184561953,0,92,0,0,109,0
7130293455,152,28695791352,0,110,0,239524628,79,239524628,0,89,0,0,100,0
7575015880,132,26745587225,0,92,0,136983672,71,136983672,0,68,0,0,75,0
8086108253,120,25400414058,0,59,0,157087211,59,157087211,0,60,0,0,57,0
5687095853,138,20174328067,0,94,0,155527195,92,155527195,0,80,0,0,84,0
7577791686,100,24730851327,0,47,0,230160059,69,230160059,0,46,0,0,48,0
4524973026,148,17978441375,0,98,0,111262433,85,111262433,0,83,0,0,94,0
8853575881,119,33142964370,0,54,0,197984913,63,197984913,0,58,0,0,59,0
6076662513,136,23009960246,0,85,0,126616039,70,126616039,0,72,0,0,79,0
6189264492,160,25367445590,0,134,0,219451000,104,219451000,0,92,0,0,114,0
7767729125,160,33191801305,0,126,0,190583531,90,190583531,0,92,0,0,120,0
8023331914,125,25752784736,0,89,0,184658277,69,184658277,0,59,0,0,88,0
5661515816,140,21320314997,0,97,0,145606223,81,145606223,0,75,0,0,97,0
7790794331,112,26370701088,0,62,0,198821706,67,198821706,0,42,0,0,68,0
5627009294,148,23002941589,0,115,0,159363109,95,159363109,0,78,0,0,103,0
7484988473,130,29608228518,0,87,0,206816310,76,206816310,0,49,0,0,83,0
5739134525,161,27840470923,0,115,0,170652063,91,170652063,0,98,0,0,109,0
6379473120,176,35347968876,0,141,0,258495725,101,258495725,0,106,0,0,128,0
7808348219,171,41902928123,0,124,0,265659658,104,265659658,0,100,0,0,118,0
7981426870,150,34082198450,0,101,0,243120388,89,243120388,0,74,0,0,91,0
5984577423,178,30395165998,0,142,0,259239919,110,259239919,0,109,0,0,131,0
9134341990,152,42228501744,0,105,0,257871121,86,257871121,0,80,0,0,96,0
8729626953,123,29344975895,0,79,0,123922539,57,123922539,0,59,0,0,67,0
6720353586,119,20321648661,0,67,0,155276411,65,155276411,0,52,0,0,72,0
5765206599,132,20434340115,0,80,0,177455219,78,177455219,0,58,0,0,81,0
5585147002,163,24321598144,0,119,0,183684789,101,183684789,0,86,0,0,116,0
7033463411,167,32414648585,0,134,0,236766511,98,236766511,0,101,0,0,118,0
7856195188,147,32445112072,0,96,0,143383794,75,143383794,0,75,0,0,77,0
7000307430,138,25613097236,0,72,0,159041998,67,159041998,0,68,0,0,75,0
5583687659,181,29448826771,0,146,0,163447664,111,163447664,0,111,0,0,131,0
7327273284,165,35355448045,0,134,0,372347926,105,372347926,0,104,0,0,116,0
7168161765,164,35872299977,0,124,0,235853696,99,235853696,0,101,0,0,119,0
7360973184,153,35184746954,0,108,0,295909688,91,295909688,0,84,0,0,98,0
6499307102,180,36056931882,0,143,0,246455343,111,246455343,0,108,0,0,131,0
9373450565,133,37467741849,0,93,0,196241140,70,196241140,0,68,0,0,77,0
8184856333,119,27359825749,0,58,0,122516029,62,122516029,0,45,0,0,48,0
5170873967,179,25055349167,0,142,0,211703592,109,211703592,0,108,0,0,128,0
8540472893,143,35841176426,0,98,0,251044173,88,251044173,0,73,0,0,89,0
5705034769,180,26101757840,0,145,0,205018753,111,205018753,0,111,0,0,129,0
8457898528,138,32154579124,0,85,0,276583112,81,276583112,0,78,0,0,90,0
7642329097,118,25061854744,0,77,0,90262650,69,90262650,0,67,0,0,74,0
6785029615,90,19505963211,0,37,0,146512513,48,146512513,0,32,0,0,45,0
4015083710,167,18121485868,0,136,0,122109277,105,122109277,0,107,0,0,119,0
8171140686,138,33335871626,0,108,0,318756716,89,318756716,0,80,0,0,97,0
6935869004,156,30226869339,0,121,0,181895807,95,181895807,0,89,0,0,108,0
6388221013,176,31770849306,0,134,0,300398319,110,300398319,0,106,0,0,124,0
7550828765,162,32369193118,0,124,0,279238977,98,279238977,0,97,0,0,118,0
7727598676,138,29915346971,0,88,0,161537234,75,161537234,0,78,0,0,90,0
7817656231,109,24167708469,0,65,0,146258326,62,146258326,0,49,0,0,62,0
6400838958,79,18234001998,0,39,0,101151385,43,101151385,0,32,0,0,30,0
3961190082,158,14071151459,0,111,0,126087594,94,126087594,0,87,0,0,109,0
7331421467,157,32329158234,0,111,0,274269641,97,274269641,0,84,0,0,100,0
6653603816,161,32084099759,0,121,0,178214436,96,178214436,0,92,0,0,108,0
6594892520,171,36324019882,0,137,0,238734098,101,238734098,0,105,0,0,125,0
8092011066,149,39225207437,0,113,0,199689082,88,199689082,0,79,0,0,107,0
8459989859,121,31770933400,0,69,0,156364053,54,156364053,0,55,0,0,60,0
7441127554,114,24106842023,0,66,0,88252338,63,88252338,0,43,0,0,62,0
6079124042,121,18854712231,0,73,0,140793653,65,140793653,0,57,0,0,73,0
7552478579,101,22628235639,0,51,0,130151950,55,130151950,0,48,0,0,55,0
4727258062,141,15971533761,0,94,0,114023679,82,114023679,0,83,0,0,91,0
6781743620,147,29495011950,0,100,0,226647004,89,226647004,0,92,0,0,96,0
6801433549,129,27225318946,0,95,0,168590286,79,168590286,0,68,0,0,83,0
7433789571,117,28101670420,0,77,0,156433277,62,156433277,0,52,0,0,63,0
6637952620,128,26394065738,0,84,0,152956887,81,152956887,0,70,0,0,77,0
5032548355,179,25213217559,0,144,0,211393492,111,211393492,0,110,0,0,129,0
7048287701,180,35593937305,0,145,0,317851525,110,317851525,0,111,0,0,130,0
8431780811,155,36842203142,0,117,0,254448872,86,254448872,0,72,0,0,87,0
8507684185,132,30352271072,0,92,0,167359771,72,167359771,0,51,0,0,75,0
6912739436,147,25701998708,0,105,0,138085563,77,138085563,0,78,0,0,94,0
8790067687,109,25194930030,0,57,0,162186194,50,162186194,0,42,0,0,63,0
6324662324,81,18081551381,0,39,0,53808928,28,53808928,0,21,0,0,26,0
3890682557,143,15396866270,0,105,0,52975549,81,52975549,0,71,0,0,99,0
8418547811,101,28740668892,0,59,0,237094858,61,237094858,0,35,0,0,51,0
5486026361,142,21207456436,0,100,0,109702371,84,109702371,0,70,0,0,105,0
5728223865,180,28944563268,0,144,0,265732336,108,265732336,0,109,0,0,128,0
9545033213,131,35791442389,0,79,0,174633226,64,174633226,0,63,0,0,78,0
5544245371,158,23455556688,0,119,0,128812676,93,128812676,0,85,0,0,106,0
6134241626,174,33463250469,0,140,0,261971571,106,261971571,0,107,0,0,122,0
7351454140,174,37550270609,0,144,0,277825291,109,277825291,0,104,0,0,130,0
7190567562,180,36056736818,0,146,0,381643170,112,381643170,0,111,0,0,130,0
7452065282,175,36154699908,0,137,0,277894571,99,277894571,0,101,0,0,116,0
7444858442,151,32482774578,0,114,0,198539603,90,198539603,0,78,0,0,106,0
5784350173,179,27458946507,0,143,0,252588830,109,252588830,0,109,0,0,125,0
8383603802,131,33711049245,0,104,0,230124246,80,230124246,0,83,0,0,96,0
7708620914,120,28659913461,0,89,0,106959213,67,106959213,0,64,0,0,67,0
7285322883,106,22339766451,0,63,0,179750857,57,179750857,0,46,0,0,54,0
5498987351,130,17844039433,0,73,0,114517845,75,114517845,0,65,0,0,80,0
7266669841,124,24203487320,0,72,0,182097513,73,182097513,0,61,0,0,60,0
5334071734,141,18775742117,0,98,0,137304378,80,137304378,0,78,0,0,86,0
8213526767,104,26235407322,0,52,0,159175492,50,159175492,0,46,0,0,52,0
4830122739,172,22443768107,0,140,0,132564214,107,132564214,0,104,0,0,125,0
8065441893,146,37338162898,0,108,0,321876353,90,321876353,0,71,0,0,95,0
