embb_rate,embb_users,embb_req,urllc_rate,urllc_users,urllc_req,miot_rate,miot_users,miot_req,mmtc_rate,mmtc_users,mmtc_req,voice_rate,voice_users,voice_req
9803552732,231,38052713069,194870363,29,194870363,52368715,14,52368715,73587287,15,73587287,143358159,155,491322626
9812921388,214,37365003888,446219818,68,446219818,267505736,61,267505736,264122114,59,264122114,139493184,149,478977765
9982499024,202,34946485984,260508264,40,260508264,71532538,17,71532538,107158498,24,107158498,138900229,154,456393633
10117807909,238,43805956224,816226203,124,816226203,477918881,98,477918881,425984599,97,425984599,158448773,169,594265761
9882044765,215,36682025464,97858916,16,97858916,24328724,6,24328724,13872655,4,13872655,137747718,155,502276161
9982571073,212,37384035508,520428791,79,520428791,270804405,61,270804405,275864397,66,275864397,134884710,143,488438512
10109496552,210,36737769561,292427564,46,292427564,167352294,34,167352294,204816317,42,204816317,142417338,151,514678224
9434087818,181,29424205719,96555555,15,96555555,60658046,13,60658046,30862150,9,30862150,125187326,142,407688790
9838857679,179,30258136914,538331687,83,538331687,253925041,62,253925041,325304871,70,325304871,127396225,138,434057013
10151962285,203,37904171760,439000362,66,439000362,177198033,39,177198033,170729232,41,170729232,137787555,149,515566080
10075504357,220,40902945763,481787351,74,481787351,263800772,60,263800772,298844696,68,298844696,149555175,162,597694059
10237820711,196,35622711855,227063146,35,227063146,64517551,18,64517551,153852412,35,153852412,137370002,144,504921205
10009887830,216,38772808094,544980176,84,544980176,259434717,66,259434717,257946111,61,257946111,155505264,164,576785956
9863955888,197,33535882616,233531845,37,233531845,77991464,15,77991464,130909083,27,130909083,140585077,152,474554462
10061667748,204,35218944322,367816867,58,367816867,234356958,49,234356958,196526283,47,196526283,134257617,152,457585123
10134673837,220,38079235377,456297720,69,456297720,176604148,40,176604148,263129092,58,263129092,139843003,148,497155914
9716314501,233,40397116961,497859192,78,497859192,193945725,43,193945725,239484158,55,239484158,142189229,159,518103394
10003656871,221,40608855303,434965304,67,434965304,231185279,53,231185279,219222683,46,219222683,140349757,151,533597885
9775603962,199,34599204167,159830572,24,159830572,101282712,22,101282712,103250223,21,103250223,132656926,142,476501748
9597055934,152,25178574667,14715610,2,14715610,29667654,6,29667654,14655409,3,14655409,113992764,125,343844822
9673121314,142,22682049653,235042172,35,235042172,107992463,23,107992463,99299237,23,99299237,101528398,115,289039680
9603809053,166,25873918437,433472509,66,433472509,221611370,52,221611370,219628498,46,219628498,106013939,119,363817686
9244745319,175,27269843326,324106278,51,324106278,197373431,38,197373431,237845752,49,237845752,114421343,130,454505652
9950775019,212,40879297833,709559570,108,709559570,340530716,75,340530716,335866775,73,335866775,148549770,156,682983843
9745675240,181,32337757955,95600894,14,95600894,54579178,12,54579178,51402039,12,51402039,144094668,149,556954965
10220851023,243,48908688454,949710597,157,1018479303,482021436,108,482021436,535167451,116,535167451,174668633,183,682855998
10549956632,249,46608379864,529313286,79,529313286,483749995,110,483749995,573839941,126,573839941,148801651,171,487848794
9726981529,211,35133254727,625273056,97,625273056,223155087,53,223155087,298413798,68,298413798,118743407,131,376272410
10132214272,230,41545784874,465691342,74,465691342,299881921,71,299881921,273461924,63,273461924,142618725,165,598470248
10189542550,238,43469145007,595219050,94,595219050,232983325,50,232983325,302663078,65,302663078,145303324,152,610152881
10173604272,216,35588269026,156374758,24,156374758,145254932,27,145254932,102881433,23,102881433,140465065,144,517374347
10195775398,251,42894551608,922133697,146,958470961,386270176,97,386270176,487256134,108,487256134,179090918,185,700201317
9593000824,219,33484266829,41684793,63,41684793,4969999,1,4969999,19391552,5,19391552,161915325,175,536693290
9832902033,212,36930136991,477684799,74,477684799,366453876,85,366453876,399889746,89,399889746,148058466,160,463363264
10126691913,245,45571686089,687406197,106,687406197,182247641,43,182247641,215133107,50,215133107,151086904,167,539957918
10040128219,237,43839808843,294232273,44,294232273,201313326,47,201313326,184545055,42,184545055,137630771,157,497651460
10151004233,201,36060401076,185760136,28,185760136,66137699,14,66137699,74792602,14,74792602,117828432,130,414226732
10196945978,238,43157081921,715509012,111,715509012,365977842,84,365977842,404179633,87,404179633,146339403,156,597538322
10245195190,249,45470984527,401608842,60,401608842,187297041,44,187297041,240235236,50,240235236,164727867,174,688656559
10086989459,227,37951783560,209787335,32,209787335,100154187,23,100154187,112503644,24,112503644,149355382,158,543525039
9513774061,192,29311093240,71826908,11,71826908,61186491,11,61186491,47723381,14,47723381,132071909,144,414843438
10300264689,234,41309692207,901947247,141,920845038,459187546,100,459187546,461547845,100,461547845,148875624,161,523717450
9947558772,224,36385672265,127624684,62,127624684,41078978,12,41078978,49367199,12,49367199,136734973,151,459344565
9698110932,210,35420812270,359537514,56,359537514,238216333,57,238216333,293197327,66,293197327,125506723,139,438665200
10003445136,232,43079686877,716304459,110,716304459,306383182,65,306383182,311714659,64,311714659,147675043,161,584994591
10030227990,225,40721414673,201585857,31,201585857,118763054,25,118763054,191857886,40,191857886,142268027,157,544612075
9949611892,221,40065720741,431696458,67,431696458,237157993,50,237157993,266757042,54,266757042,147156582,156,554569846
10161964508,240,43386571427,598431920,91,598431920,285960289,59,285960289,323620000,67,323620000,163080326,171,621660226
9872974692,218,36107261071,151525339,23,151525339,53639133,14,53639133,110982645,25,110982645,144769398,162,494137664
9998873126,230,37925334759,728410572,111,728410572,359810403,78,359810403,366694709,78,366694709,139366099,154,534395894
10076248211,210,32717085103,233771743,36,233771743,104375803,27,104375803,124347967,28,124347967,135593505,143,489068407
9362858079,173,24071027309,77945989,13,77945989,60898106,10,60898106,34192668,9,34192668,118545360,132,383705898
9923606682,208,38821376455,854276853,134,857603401,444209803,101,444209803,402403870,90,402403870,153610856,161,598745411
9798349335,176,34025758791,67124980,25,67124980,9361610,3,9361610,54308521,12,54308521,136598677,149,474677872
10101601316,183,36993680769,305557842,47,305557842,155869058,38,155869058,174161602,42,174161602,118566761,131,411325138
10396752431,259,55990832175,819340029,128,819738607,389166244,88,389166244,429059661,92,429059661,163581220,168,679457907
10305124519,248,49674498091,262373278,43,262373278,125320149,31,125320149,127564458,29,127564458,161008636,178,640560676
10087113959,234,43658028533,371938483,56,371938483,137487381,35,137487381,151687683,36,151687683,149468998,158,531112375
10292869197,221,42590873369,508107153,78,508107153,285012654,66,285012654,280933920,59,280933920,147816427,158,498807702
10284839873,244,45036964298,531346393,80,531346393,222551526,46,222551526,261591041,60,261591041,154668013,174,567702172
10187193030,241,41562682395,527002338,81,527002338,328108183,67,328108183,221258022,55,221258022,144759474,154,533770807
9783341984,227,36136564512,245747902,37,245747902,120093752,26,120093752,187713685,40,187713685,140793660,151,493130256
9801475186,205,33193201353,281525323,43,281525323,128828635,26,128828635,105728094,26,105728094,126189424,139,423259842
9495825458,163,24222048095,45217587,7,45217587,37705832,10,37705832,16872061,5,16872061,107276168,116,331739475
8463025011,123,16199645420,54600099,8,54600099,31493974,7,31493974,34337381,7,34337381,87007521,99,237141051
9124565813,137,23778725720,585213091,89,585213091,274826376,59,274826376,294489733,67,294489733,115536271,127,456594201
10157550635,179,38881174210,365208693,57,365208693,167858991,38,167858991,158728000,38,158728000,141521884,154,621293146
9575185184,160,31461548219,158835110,24,158835110,66071097,15,66071097,74666319,17,74666319,135864208,143,544075010
10314059972,220,45714418333,756852298,116,756852298,355570901,85,355570901,421102366,86,421102366,155701952,161,621789993
10140894257,219,42055320852,142569956,22,142569956,120149472,26,120149472,82146739,20,82146739,151047683,160,524284401
10370416326,203,38602454329,335032740,53,335032740,178577229,38,178577229,200193843,44,200193843,143790802,161,478857498
10212391562,214,37559083929,379578626,59,379578626,167815151,40,167815151,195499193,42,195499193,134671066,144,421286080
9902220400,230,40653058151,593945226,91,593945226,268161053,62,268161053,301104840,65,301104840,139204705,156,487081453
10337592120,242,43390695652,506183496,78,506183496,248036361,56,248036361,296431806,66,296431806,138615772,155,537826411
10015502321,230,37930315362,346076122,54,346076122,116520401,26,116520401,120672327,28,120672327,138246363,144,515771943
9425282316,214,33988909985,388975845,58,388975845,224025955,49,224025955,260868475,52,260868475,146555033,157,538031137
9642603597,166,24743239668,14554701,2,14554701,6048447,1,6048447,4576388,1,4576388,122667340,137,399441702
8712621733,138,20149319651,231158268,35,231158268,105703474,23,105703474,103132297,23,103132297,109816109,119,331491372
9106565454,113,18841272820,119758823,18,119758823,46548948,13,46548948,45851593,12,45851593,99156269,114,305023095
10032697627,196,41280505151,777162114,119,777162114,383925770,85,383925770,395544011,89,395544011,134438687,147,575493954
10078208282,183,37426566266,129186386,20,129186386,81306766,16,81306766,52451362,12,52451362,125767381,135,519229637
9952574904,178,33191460701,255173584,38,255173584,99310805,22,99310805,102180837,23,102180837,121981629,130,477419812
10287465286,254,51818429190,892755307,142,911395163,477170520,106,477170520,498939238,113,498939238,178531592,182,747191899
10147281688,221,41530963904,38015819,43,38015819,3087567,1,3087567,6773244,2,6773244,162430248,174,581353304
10254120675,250,46137970123,748363210,114,748363210,534271388,112,534271388,525220856,117,525220856,159438753,170,544848903
10292809365,232,39833295967,144311117,22,144311117,40339374,7,40339374,13269862,3,13269862,143190143,157,426713495
9731061966,196,29932164719,24225625,4,24225625,11486466,4,11486466,14045873,4,14045873,108781225,131,283523352
9682834058,175,26913411444,446893269,68,446893269,224547158,46,224547158,257086628,58,257086628,102428709,113,314675917
9625588494,162,28367994247,500954248,80,500954248,378847720,74,378847720,275178157,66,275178157,110107114,119,498439609
9870287842,192,38881178652,414030732,64,414030732,132678801,30,132678801,195732988,43,195732988,133982125,138,615780797
10076384125,194,37823098302,327946438,50,327946438,202899933,47,202899933,155263740,37,155263740,147539749,153,617755130
9951381824,199,37694644821,329852446,50,329852446,130180863,29,130180863,149502807,33,149502807,153446574,158,576076545
10144988694,207,37961150994,485570139,76,485570139,271273949,61,271273949,274560287,59,274560287,159826498,170,555840420
9993424372,178,29099707156,35290306,5,35290306,23938373,6,23938373,11694306,3,11694306,136156469,153,396013922
9980409455,203,36899999108,666528772,105,666528772,305714060,68,305714060,324199998,80,324199998,120569769,138,349678291
10224827564,222,40185450546,340450753,52,340450753,189531832,43,189531832,170062707,37,170062707,124007423,141,429112664
9715702566,188,30975242133,40208577,6,40208577,28100258,6,28100258,17540467,4,17540467,86763688,100,297855005
9656466394,184,31970602846,553718113,86,553718113,261679780,64,261679780,299820858,67,299820858,116117020,121,483740155
10194835453,231,44831984373,602898870,92,602898870,262769674,58,262769674,292509877,66,292509877,178876254,185,806385729
10258253884,235,43344931609,397266216,60,397266216,192308210,45,192308210,216523980,46,216523980,170483755,181,671897610
9915866644,214,35956138597,352629663,53,352629663,187687020,36,187687020,152663439,28,152663439,162790995,171,548973524
9896952618,221,38824934077,571017343,87,571017343,257401983,59,257401983,310197625,71,310197625,154101708,165,447433429
10048233164,220,40729644651,448036177,69,448036177,217316032,51,217316032,210126299,45,210126299,136601845,157,419941217
10388844644,241,45428322970,614923921,96,614923921,288354070,67,288354070,349673322,75,349673322,138607386,155,489204175
10176307860,238,41594640566,181247613,29,181247613,101258409,25,101258409,95967248,23,95967248,123515156,139,431939305
10027433045,207,32521215665,71930468,11,71930468,21761562,6,21761562,16766694,5,16766694,98750837,115,353601351
9807427844,212,33551706487,562079085,86,562079085,289682952,63,289682952,276017237,66,276017237,116937698,125,489615040
9807343396,241,43447672607,573902797,88,573902797,262362334,58,262362334,308184472,66,308184472,167181154,175,749122581
9740510824,215,39136114031,280479876,43,280479876,163904747,35,163904747,108987231,27,108987231,156926430,170,619403174
9979319142,217,39490699258,608718635,93,608718635,272131378,60,272131378,322447391,73,322447391,152659669,160,545872622
10118845599,239,42696879990,458569085,70,458569085,237081800,54,237081800,221350817,48,221350817,159982138,169,552882413
9942062721,211,35164408215,223261169,34,223261169,78670655,17,78670655,119964151,23,119964151,146245426,161,436350426
9893245794,239,40962109116,883190142,137,897324163,449972999,102,449972999,498255763,105,498255763,136725429,152,449276670
9934553811,203,34125798171,92755301,53,92755301,50269884,12,50269884,59944613,13,59944613,116437285,136,386865949
9957027854,193,31204772610,231566500,36,231566500,129836688,32,129836688,157553169,35,157553169,108012430,119,395185809
9431590519,176,26033998366,276186644,42,276186644,96979740,19,96979740,102888156,23,102888156,107599764,115,392721308
8543751105,144,20639241890,70062001,11,70062001,64877529,14,64877529,49012845,8,49012845,108168094,115,370785080
10093972357,181,35713588946,681057623,106,681057623,299135895,73,299135895,396790312,88,396790312,131930834,142,520507845
9617951491,159,27691430671,39635781,6,39635781,16093885,6,16093885,40932835,9,40932835,113210921,127,411490917
10348170258,227,47411068626,942602074,155,1000002006,494396618,114,494396618,564902499,126,564902499,158819856,168,695304896
10002579270,211,41241562963,95523575,87,95523575,17376782,4,17376782,16435802,3,16435802,146736524,156,570588540
9939023014,182,33235084362,47324289,7,47324289,56677628,12,56677628,51294612,12,51294612,132067366,141,456366875
10081884161,201,35891963186,570975229,87,570975229,275672662,65,275672662,350590712,76,350590712,142745425,149,472714998
9601300389,193,32860436361,157886636,25,157886636,67288058,15,67288058,84819942,18,84819942,129164513,148,393885421
9993430245,214,40285736572,737266387,114,737266387,380566395,83,380566395,399996537,85,399996537,128548261,140,440017025
10552370453,243,48563043486,357150632,55,357150632,158027184,38,158027184,223261020,44,223261020,149231957,163,612511855
10286640715,235,41888846743,350084330,55,350084330,131321967,33,131321967,210580501,42,210580501,138565657,153,545110334
10005117302,239,41452155387,527600597,82,527600597,302588286,62,302588286,329128927,65,329128927,143396539,146,552355473
9714357873,209,35676243486,254434702,38,254434702,143929719,30,143929719,118577216,27,118577216,147669504,159,517136465
10373786779,237,44092605050,874664364,138,886457962,367811914,86,367811914,458568469,94,458568469,157365180,170,559790642
9860916224,220,37752640217,113503207,46,113503207,65299129,18,65299129,65328983,14,65328983,142024329,154,459131579
9806279274,219,37979656611,654102725,101,654102725,328041333,70,328041333,445945435,89,445945435,137478868,152,481150146
10232106936,217,41051930856,319404664,50,319404664,182925276,38,182925276,123785533,25,123785533,133436020,147,485826361
10243946967,219,37617229620,368283393,56,368283393,157607138,35,157607138,275304180,54,275304180,129273176,141,459493638
9776978608,196,31396389730,211542082,32,211542082,89597556,22,89597556,100350569,23,100350569,114567946,126,395408615
9284821283,174,27279472866,189615900,29,189615900,80315782,17,80315782,93618942,23,93618942,109717747,117,355605659
9555731520,153,24526744259,253070659,39,253070659,133889032,32,133889032,117430144,23,117430144,102951725,115,334550400
8537770321,126,17387097428,42940154,7,42940154,31331509,6,31331509,14138272,3,14138272,85230998,95,264418731
9379089085,162,30178246660,536727871,82,536727871,334054141,68,334054141,330857110,77,330857110,115304790,124,460220897
9000382435,126,22022128442,11081565,2,11081565,6268675,1,6268675,18120001,4,18120001,98009633,108,351203316
10154023285,177,37573168719,712344206,111,712344206,325887519,73,325887519,323898980,70,323898980,129163205,134,561183072
10311095312,201,42403316183,234453312,37,234453312,108725664,23,108725664,115635459,32,115635459,147599373,153,605620856
10303250694,215,43320057699,366194101,56,366194101,189788582,42,189788582,208766101,48,208766101,147432814,161,563044974
10321758020,242,49963595625,603856152,94,603856152,249130340,56,249130340,243663938,54,243663938,148127477,159,538210665
10147374330,235,47728675496,306568068,48,306568068,152728842,36,152728842,148160444,35,148160444,150801347,157,494553909
10168960383,212,39696916105,123841497,20,123841497,51841541,11,51841541,33335890,9,33335890,130348732,147,372990904
9957355343,187,31439010782,123305741,18,123305741,95522924,20,95522924,43508043,10,43508043,105194801,122,288185761
10295892494,237,42831919980,914123603,147,947523130,357833151,81,357833151,461741236,110,461741236,132607425,153,540759775
10278293192,248,41112433113,253637238,82,253637238,169041617,34,169041617,85318815,16,85318815,132531951,143,562384576
9827671444,227,34034241168,269254938,42,269254938,110601074,24,110601074,175009759,40,175009759,133110344,141,533839873
9983038635,225,33525035622,590024195,91,590024195,319207778,72,319207778,266118632,61,266118632,153456122,159,590764815
9643712408,228,38178327771,517640367,77,517640367,198300912,45,198300912,270681066,59,270681066,165374169,175,600223369
9666224954,206,34114805793,323211205,49,323211205,169431713,37,169431713,167725881,38,167725881,147991881,164,470432291
10005509048,205,37383023807,619901621,95,619901621,298331488,63,298331488,306739395,62,306739395,136572005,150,414788596
9733231480,185,32357229305,122374406,19,122374406,50324656,11,50324656,55840958,14,55840958,110318316,132,348481459
9555417752,185,32385511323,435934452,67,435934452,196519466,42,196519466,229156241,47,229156241,105705244,119,384963356
10224027624,209,40871795312,470648367,70,470648367,204003861,45,204003861,250143590,54,250143590,131581565,141,553261488
10187739634,240,46867627240,597026061,91,597026061,306773008,65,306773008,291205922,67,291205922,154673170,160,682826122
10051062349,222,39278493779,223914322,34,223914322,82263955,18,82263955,91026677,21,91026677,150394673,158,592052603
10051142632,248,43258219919,937407099,149,981026882,477192281,101,477192281,479098746,106,479098746,167483162,174,628595831
9928143606,213,34107418800,56451100,76,56451100,15660565,3,15660565,30947772,7,30947772,155315501,167,495963692
10178492223,235,42958000215,634585525,98,634585525,496144847,112,496144847,545068131,115,545068131,151812870,167,463471041
10012131618,238,42425207235,400276571,61,400276571,17375003,5,17375003,38905927,9,38905927,128836387,148,407361246
10207826749,228,42489126851,428422377,66,428422377,378792379,77,378792379,316787209,75,316787209,116984209,132,400474932
9845340912,220,37197270192,258490257,40,258490257,81721859,17,81721859,71943547,19,71943547,113714428,125,435536403
9847348146,235,42788073872,831205521,130,833140341,376090315,89,376090315,447451756,99,447451756,157106879,167,682282828
9760527763,195,34527931026,73509004,25,73509004,19259808,4,19259808,22519982,4,22519982,148119202,157,555427415
10367705835,231,43099397818,794065866,122,794065866,391350987,94,391350987,441132156,96,441132156,153399865,161,538106457
9749413447,208,33166333411,31780574,5,31780574,7116293,2,7116293,16468859,3,16468859,137800457,150,409265563
9076698108,171,24407222085,12437217,2,12437217,33664626,7,33664626,4634926,1,4634926,112961337,128,275777293
10062376153,221,42509534613,976457495,169,1101293772,462332339,100,462332339,531841527,121,531841527,133725391,154,512848713
10270240515,209,38630028269,197166822,127,197166822,32187357,9,32187357,14873979,5,14873979,120079471,135,501534426
10149263470,251,43916744847,320090486,50,320090486,424332332,90,424332332,498311117,106,498311117,147901930,159,676827439
9976934301,233,40312067884,780323335,122,780323335,105032994,23,105032994,95326602,20,95326602,166500995,168,703063732
9969909871,219,37269676533,293190463,44,293190463,223013960,54,223013960,330869605,73,330869605,167886085,176,610116137
9771297035,187,28875475009,81848889,13,81848889,46922163,11,46922163,35073662,6,35073662,152296454,161,459555895
9075827698,151,20418245023,47159494,7,47159494,15786371,6,15786371,37987665,8,37987665,128545677,144,307259441
8446020079,121,16473403952,210217273,34,210217273,60465172,15,60465172,109358740,24,109358740,94489238,116,212617915
9589282560,189,35545578855,719610558,108,719610558,342836980,77,342836980,361400035,84,361400035,119304136,135,466314944
